id,session_id,question_id,question_order,randomized_option_order,selected_answer_option_id,selected_option_ids,is_correct,confidence_level,response_time_seconds,max_score,earned_score,status,answered_at,created_at,updated_at
963,121,5054,9,"[""20213"",""20215"",""20216"",""20214""]",20214,"[""20214""]",false,low,32,2,0,answered,"""2026-04-28T15:45:35.000Z""","""2026-04-28T15:20:35.000Z""","""2026-04-28T15:45:35.000Z"""
964,122,5636,0,"[""22544"",""22543"",""22542"",""22541""]",22541,"[""22541""]",true,high,75,2,2,answered,"""2026-06-01T14:11:18.000Z""","""2026-06-01T14:01:18.000Z""","""2026-06-01T14:11:18.000Z"""
965,122,5649,1,"[""22595"",""22594"",""22593"",""22596""]",22593,"[""22593""]",true,medium,56,3,3,answered,"""2026-06-01T14:11:18.000Z""","""2026-06-01T14:01:18.000Z""","""2026-06-01T14:11:18.000Z"""
966,122,5634,2,"[""22536"",""22533"",""22534"",""22535""]",22533,"[""22533"",""22534"",""22536""]",true,medium,42,1,1,answered,"""2026-06-01T14:11:18.000Z""","""2026-06-01T14:01:18.000Z""","""2026-06-01T14:11:18.000Z"""
967,122,5628,3,"[""22509"",""22510"",""22512"",""22511""]",22509,"[""22509""]",true,high,72,2,2,answered,"""2026-06-01T14:11:18.000Z""","""2026-06-01T14:01:18.000Z""","""2026-06-01T14:11:18.000Z"""
968,122,5619,4,"[""22475"",""22473"",""22474"",""22476""]",22473,"[""22473""]",true,high,54,2,2,answered,"""2026-06-01T14:11:18.000Z""","""2026-06-01T14:01:18.000Z""","""2026-06-01T14:11:18.000Z"""
969,122,5641,5,"[""22561"",""22562"",""22564"",""22563""]",22564,"[""22564""]",false,low,73,3,0,answered,"""2026-06-01T14:11:18.000Z""","""2026-06-01T14:01:18.000Z""","""2026-06-01T14:11:18.000Z"""
970,122,5630,6,"[""22518"",""22517"",""22520"",""22519""]",22517,"[""22517"",""22518"",""22520""]",true,medium,78,1,1,answered,"""2026-06-01T14:11:18.000Z""","""2026-06-01T14:01:18.000Z""","""2026-06-01T14:11:18.000Z"""
971,123,5167,0,"[""20665"",""20667"",""20668"",""20666""]",20665,"[""20665""]",true,high,37,2,2,answered,"""2026-05-10T13:16:12.000Z""","""2026-05-10T12:59:12.000Z""","""2026-05-10T13:16:12.000Z"""
972,123,5176,1,"[""20704"",""20701"",""20703"",""20702""]",20701,"[""20701""]",true,high,59,3,3,answered,"""2026-05-10T13:16:12.000Z""","""2026-05-10T12:59:12.000Z""","""2026-05-10T13:16:12.000Z"""
973,123,5152,2,"[""20608"",""20605"",""20606"",""20607""]",20606,"[""20606""]",false,low,24,2,0,answered,"""2026-05-10T13:16:12.000Z""","""2026-05-10T12:59:12.000Z""","""2026-05-10T13:16:12.000Z"""
974,123,5160,3,"[""20637"",""20640"",""20638"",""20639""]",20637,"[""20637""]",true,high,29,2,2,answered,"""2026-05-10T13:16:12.000Z""","""2026-05-10T12:59:12.000Z""","""2026-05-10T13:16:12.000Z"""
975,123,5177,4,"[""20707"",""20708"",""20706"",""20705""]",20705,"[""20705"",""20706"",""20708""]",true,high,67,1,1,answered,"""2026-05-10T13:16:12.000Z""","""2026-05-10T12:59:12.000Z""","""2026-05-10T13:16:12.000Z"""
976,123,5166,5,"[""20661"",""20664"",""20662"",""20663""]",20663,"[""20663""]",false,low,58,1,0,answered,"""2026-05-10T13:16:12.000Z""","""2026-05-10T12:59:12.000Z""","""2026-05-10T13:16:12.000Z"""
977,123,5168,6,"[""20671"",""20669"",""20672"",""20670""]",20672,"[""20672""]",false,low,14,3,0,answered,"""2026-05-10T13:16:12.000Z""","""2026-05-10T12:59:12.000Z""","""2026-05-10T13:16:12.000Z"""
978,123,5171,7,"[""20683"",""20681"",""20682"",""20684""]",20681,"[""20681""]",true,medium,64,2,2,answered,"""2026-05-10T13:16:12.000Z""","""2026-05-10T12:59:12.000Z""","""2026-05-10T13:16:12.000Z"""
979,123,5151,8,"[""20601"",""20603"",""20604"",""20602""]",20601,"[""20601"",""20602"",""20604""]",true,high,48,1,1,answered,"""2026-05-10T13:16:12.000Z""","""2026-05-10T12:59:12.000Z""","""2026-05-10T13:16:12.000Z"""
980,123,5162,9,"[""20645"",""20647"",""20646"",""20648""]",20647,"[""20647""]",false,low,39,1,0,answered,"""2026-05-10T13:16:12.000Z""","""2026-05-10T12:59:12.000Z""","""2026-05-10T13:16:12.000Z"""
981,124,9404,0,"[""37615"",""37613"",""37616"",""37614""]",37613,"[""37613""]",true,high,39,2,2,answered,"""2026-05-20T21:32:18.000Z""","""2026-05-20T21:24:18.000Z""","""2026-05-20T21:32:18.000Z"""
982,124,9410,1,"[""37639"",""37638"",""37637"",""37640""]",37637,"[""37637""]",true,high,11,2,2,answered,"""2026-05-20T21:32:18.000Z""","""2026-05-20T21:24:18.000Z""","""2026-05-20T21:32:18.000Z"""
983,124,9425,2,"[""37700"",""37699"",""37698"",""37697""]",37699,"[""37699""]",false,low,70,3,0,answered,"""2026-05-20T21:32:18.000Z""","""2026-05-20T21:24:18.000Z""","""2026-05-20T21:32:18.000Z"""
984,124,9418,3,"[""37672"",""37670"",""37671"",""37669""]",37671,"[""37671""]",false,low,50,3,0,answered,"""2026-05-20T21:32:18.000Z""","""2026-05-20T21:24:18.000Z""","""2026-05-20T21:32:18.000Z"""
985,124,9400,4,"[""37599"",""37600"",""37597"",""37598""]",37597,"[""37597"",""37598""]",true,high,82,1,1,answered,"""2026-05-20T21:32:18.000Z""","""2026-05-20T21:24:18.000Z""","""2026-05-20T21:32:18.000Z"""
986,124,9414,5,"[""37654"",""37656"",""37655"",""37653""]",37653,"[""37653""]",true,high,21,2,2,answered,"""2026-05-20T21:32:18.000Z""","""2026-05-20T21:24:18.000Z""","""2026-05-20T21:32:18.000Z"""
987,124,9398,6,"[""37591"",""37592"",""37589"",""37590""]",37589,"[""37589"",""37590""]",true,high,16,1,1,answered,"""2026-05-20T21:32:18.000Z""","""2026-05-20T21:24:18.000Z""","""2026-05-20T21:32:18.000Z"""
988,125,9407,0,"[""37625"",""37628"",""37627"",""37626""]",37625,"[""37625""]",true,high,46,2,2,answered,"""2026-05-15T10:19:46.000Z""","""2026-05-15T10:11:46.000Z""","""2026-05-15T10:19:46.000Z"""
989,125,9400,1,"[""37600"",""37599"",""37597"",""37598""]",37597,"[""37597"",""37598""]",true,high,87,1,1,answered,"""2026-05-15T10:19:46.000Z""","""2026-05-15T10:11:46.000Z""","""2026-05-15T10:19:46.000Z"""
990,125,9411,2,"[""37643"",""37642"",""37644"",""37641""]",37641,"[""37641""]",true,medium,24,2,2,answered,"""2026-05-15T10:19:46.000Z""","""2026-05-15T10:11:46.000Z""","""2026-05-15T10:19:46.000Z"""
991,125,9410,3,"[""37638"",""37637"",""37639"",""37640""]",37637,"[""37637""]",true,high,82,2,2,answered,"""2026-05-15T10:19:46.000Z""","""2026-05-15T10:11:46.000Z""","""2026-05-15T10:19:46.000Z"""
992,125,9417,4,"[""37668"",""37667"",""37666"",""37665""]",37665,"[""37665""]",true,high,64,2,2,answered,"""2026-05-15T10:19:46.000Z""","""2026-05-15T10:11:46.000Z""","""2026-05-15T10:19:46.000Z"""
993,125,9395,5,"[""37579"",""37580"",""37577"",""37578""]",37577,"[""37577"",""37578""]",true,high,33,1,1,answered,"""2026-05-15T10:19:46.000Z""","""2026-05-15T10:11:46.000Z""","""2026-05-15T10:19:46.000Z"""
994,125,9403,6,"[""37611"",""37609"",""37612"",""37610""]",37612,"[""37612""]",false,low,28,2,0,answered,"""2026-05-15T10:19:46.000Z""","""2026-05-15T10:11:46.000Z""","""2026-05-15T10:19:46.000Z"""
995,125,9399,7,"[""37596"",""37594"",""37593"",""37595""]",37593,"[""37593"",""37594""]",true,medium,33,1,1,answered,"""2026-05-15T10:19:46.000Z""","""2026-05-15T10:11:46.000Z""","""2026-05-15T10:19:46.000Z"""
996,125,9404,8,"[""37615"",""37613"",""37614"",""37616""]",37613,"[""37613""]",true,high,52,2,2,answered,"""2026-05-15T10:19:46.000Z""","""2026-05-15T10:11:46.000Z""","""2026-05-15T10:19:46.000Z"""
997,125,9409,9,"[""37636"",""37635"",""37633"",""37634""]",37633,"[""37633""]",true,high,66,2,2,answered,"""2026-05-15T10:19:46.000Z""","""2026-05-15T10:11:46.000Z""","""2026-05-15T10:19:46.000Z"""
998,126,9349,0,"[""37396"",""37395"",""37394"",""37393""]",37393,"[""37393""]",true,high,10,2,2,answered,"""2026-05-07T09:38:45.000Z""","""2026-05-07T09:21:45.000Z""","""2026-05-07T09:38:45.000Z"""
999,126,9332,1,"[""37326"",""37327"",""37325"",""37328""]",37325,"[""37325"",""37326""]",true,high,58,1,1,answered,"""2026-05-07T09:38:45.000Z""","""2026-05-07T09:21:45.000Z""","""2026-05-07T09:38:45.000Z"""
1000,126,9354,2,"[""37416"",""37413"",""37414"",""37415""]",37413,"[""37413""]",true,high,36,3,3,answered,"""2026-05-07T09:38:45.000Z""","""2026-05-07T09:21:45.000Z""","""2026-05-07T09:38:45.000Z"""
1001,126,9353,3,"[""37410"",""37409"",""37411"",""37412""]",37411,"[""37411""]",false,low,49,2,0,answered,"""2026-05-07T09:38:45.000Z""","""2026-05-07T09:21:45.000Z""","""2026-05-07T09:38:45.000Z"""
1002,126,9339,4,"[""37356"",""37355"",""37353"",""37354""]",37353,"[""37353""]",true,high,86,2,2,answered,"""2026-05-07T09:38:45.000Z""","""2026-05-07T09:21:45.000Z""","""2026-05-07T09:38:45.000Z"""
1003,126,9350,5,"[""37398"",""37399"",""37400"",""37397""]",37397,"[""37397""]",true,high,87,2,2,answered,"""2026-05-07T09:38:45.000Z""","""2026-05-07T09:21:45.000Z""","""2026-05-07T09:38:45.000Z"""
1004,126,9356,6,"[""37424"",""37423"",""37421"",""37422""]",37421,"[""37421""]",true,high,53,3,3,answered,"""2026-05-07T09:38:45.000Z""","""2026-05-07T09:21:45.000Z""","""2026-05-07T09:38:45.000Z"""
1005,126,9361,7,"[""37443"",""37442"",""37441"",""37444""]",37441,"[""37441""]",true,high,88,3,3,answered,"""2026-05-07T09:38:45.000Z""","""2026-05-07T09:21:45.000Z""","""2026-05-07T09:38:45.000Z"""
1006,127,125,0,"[""497"",""499"",""498"",""500""]",498,"[""498""]",false,medium,26,2,0,answered,"""2026-06-11T20:18:56.000Z""","""2026-06-11T20:07:56.000Z""","""2026-06-11T20:18:56.000Z"""
1007,127,159,1,"[""635"",""633"",""636"",""634""]",635,"[""635""]",false,medium,86,3,0,answered,"""2026-06-11T20:18:56.000Z""","""2026-06-11T20:07:56.000Z""","""2026-06-11T20:18:56.000Z"""
1008,127,152,2,"[""606"",""608"",""605"",""607""]",606,"[""606""]",false,low,33,3,0,answered,"""2026-06-11T20:18:56.000Z""","""2026-06-11T20:07:56.000Z""","""2026-06-11T20:18:56.000Z"""
1009,127,140,3,"[""559"",""558"",""560"",""557""]",557,"[""557""]",true,high,10,2,2,answered,"""2026-06-11T20:18:56.000Z""","""2026-06-11T20:07:56.000Z""","""2026-06-11T20:18:56.000Z"""
1010,127,151,4,"[""603"",""601"",""602"",""604""]",603,"[""603""]",false,low,74,2,0,answered,"""2026-06-11T20:18:56.000Z""","""2026-06-11T20:07:56.000Z""","""2026-06-11T20:18:56.000Z"""
1011,127,141,5,"[""561"",""563"",""562"",""564""]",562,"[""562""]",false,low,82,3,0,answered,"""2026-06-11T20:18:56.000Z""","""2026-06-11T20:07:56.000Z""","""2026-06-11T20:18:56.000Z"""
1012,127,163,6,"[""651"",""652"",""649"",""650""]",652,"[""652""]",false,medium,89,3,0,answered,"""2026-06-11T20:18:56.000Z""","""2026-06-11T20:07:56.000Z""","""2026-06-11T20:18:56.000Z"""
1013,127,121,7,"[""481"",""484"",""483"",""482""]",483,"[""483""]",false,medium,11,2,0,answered,"""2026-06-11T20:18:56.000Z""","""2026-06-11T20:07:56.000Z""","""2026-06-11T20:18:56.000Z"""
1014,127,126,8,"[""504"",""501"",""503"",""502""]",504,"[""504""]",false,low,73,3,0,answered,"""2026-06-11T20:18:56.000Z""","""2026-06-11T20:07:56.000Z""","""2026-06-11T20:18:56.000Z"""
1015,127,149,9,"[""596"",""593"",""595"",""594""]",593,"[""593""]",true,medium,57,3,3,answered,"""2026-06-11T20:18:56.000Z""","""2026-06-11T20:07:56.000Z""","""2026-06-11T20:18:56.000Z"""
1016,128,7355,0,"[""29417"",""29419"",""29418"",""29420""]",29417,"[""29417""]",true,high,57,3,3,answered,"""2026-05-01T21:16:44.000Z""","""2026-05-01T21:01:44.000Z""","""2026-05-01T21:16:44.000Z"""
1017,128,7343,1,"[""29371"",""29370"",""29372"",""29369""]",29369,"[""29369""]",true,high,38,2,2,answered,"""2026-05-01T21:16:44.000Z""","""2026-05-01T21:01:44.000Z""","""2026-05-01T21:16:44.000Z"""
1018,128,7339,2,"[""29355"",""29354"",""29356"",""29353""]",29353,"[""29353""]",true,high,20,2,2,answered,"""2026-05-01T21:16:44.000Z""","""2026-05-01T21:01:44.000Z""","""2026-05-01T21:16:44.000Z"""
1019,128,7335,3,"[""29337"",""29338"",""29340"",""29339""]",29340,"[""29340""]",false,low,41,2,0,answered,"""2026-05-01T21:16:44.000Z""","""2026-05-01T21:01:44.000Z""","""2026-05-01T21:16:44.000Z"""
1020,128,7341,4,"[""29364"",""29361"",""29363"",""29362""]",29361,"[""29361""]",true,medium,22,2,2,answered,"""2026-05-01T21:16:44.000Z""","""2026-05-01T21:01:44.000Z""","""2026-05-01T21:16:44.000Z"""
1021,128,7338,5,"[""29349"",""29352"",""29351"",""29350""]",29349,"[""29349""]",true,high,58,2,2,answered,"""2026-05-01T21:16:44.000Z""","""2026-05-01T21:01:44.000Z""","""2026-05-01T21:16:44.000Z"""
1022,128,7357,6,"[""29428"",""29427"",""29426"",""29425""]",29425,"[""29425""]",true,high,60,3,3,answered,"""2026-05-01T21:16:44.000Z""","""2026-05-01T21:01:44.000Z""","""2026-05-01T21:16:44.000Z"""
1023,128,7330,7,"[""29319"",""29318"",""29317"",""29320""]",29317,"[""29317"",""29318"",""29319""]",true,high,82,1,1,answered,"""2026-05-01T21:16:44.000Z""","""2026-05-01T21:01:44.000Z""","""2026-05-01T21:16:44.000Z"""
1024,129,7333,0,"[""29329"",""29332"",""29331"",""29330""]",29329,"[""29329"",""29330"",""29331""]",true,high,17,1,1,answered,"""2026-06-12T09:59:41.000Z""","""2026-06-12T09:47:41.000Z""","""2026-06-12T09:59:41.000Z"""
1025,129,7341,1,"[""29364"",""29361"",""29363"",""29362""]",29363,"[""29363""]",false,medium,86,2,0,answered,"""2026-06-12T09:59:41.000Z""","""2026-06-12T09:47:41.000Z""","""2026-06-12T09:59:41.000Z"""
1026,129,7345,2,"[""29380"",""29379"",""29377"",""29378""]",29377,"[""29377""]",true,high,13,2,2,answered,"""2026-06-12T09:59:41.000Z""","""2026-06-12T09:47:41.000Z""","""2026-06-12T09:59:41.000Z"""
1027,129,7327,3,"[""29306"",""29305"",""29308"",""29307""]",29305,"[""29305"",""29306"",""29307""]",true,high,71,1,1,answered,"""2026-06-12T09:59:41.000Z""","""2026-06-12T09:47:41.000Z""","""2026-06-12T09:59:41.000Z"""
1028,129,7355,4,"[""29419"",""29418"",""29417"",""29420""]",29417,"[""29417""]",true,high,33,3,3,answered,"""2026-06-12T09:59:41.000Z""","""2026-06-12T09:47:41.000Z""","""2026-06-12T09:59:41.000Z"""
1029,129,7336,5,"[""29343"",""29344"",""29341"",""29342""]",29342,"[""29342""]",false,low,66,2,0,answered,"""2026-06-12T09:59:41.000Z""","""2026-06-12T09:47:41.000Z""","""2026-06-12T09:59:41.000Z"""
1030,129,7331,6,"[""29321"",""29322"",""29324"",""29323""]",29321,"[""29321"",""29322"",""29323""]",true,high,18,1,1,answered,"""2026-06-12T09:59:41.000Z""","""2026-06-12T09:47:41.000Z""","""2026-06-12T09:59:41.000Z"""
1031,130,127,0,"[""507"",""508"",""505"",""506""]",508,"[""508""]",false,medium,83,1,0,answered,"""2026-05-26T08:15:18.000Z""","""2026-05-26T07:50:18.000Z""","""2026-05-26T08:15:18.000Z"""
1032,130,146,1,"[""584"",""582"",""583"",""581""]",581,"[""581""]",true,high,20,1,1,answered,"""2026-05-26T08:15:18.000Z""","""2026-05-26T07:50:18.000Z""","""2026-05-26T08:15:18.000Z"""
1033,130,143,2,"[""569"",""571"",""570"",""572""]",571,"[""571""]",false,low,61,2,0,answered,"""2026-05-26T08:15:18.000Z""","""2026-05-26T07:50:18.000Z""","""2026-05-26T08:15:18.000Z"""
1034,130,121,3,"[""481"",""484"",""483"",""482""]",481,"[""481""]",true,high,70,2,2,answered,"""2026-05-26T08:15:18.000Z""","""2026-05-26T07:50:18.000Z""","""2026-05-26T08:15:18.000Z"""
1035,130,162,4,"[""648"",""645"",""647"",""646""]",648,"[""648""]",false,low,53,2,0,answered,"""2026-05-26T08:15:18.000Z""","""2026-05-26T07:50:18.000Z""","""2026-05-26T08:15:18.000Z"""
1036,130,154,5,"[""616"",""614"",""613"",""615""]",614,"[""614""]",false,medium,16,2,0,answered,"""2026-05-26T08:15:18.000Z""","""2026-05-26T07:50:18.000Z""","""2026-05-26T08:15:18.000Z"""
1037,130,151,6,"[""602"",""603"",""601"",""604""]",601,"[""601""]",true,medium,76,2,2,answered,"""2026-05-26T08:15:18.000Z""","""2026-05-26T07:50:18.000Z""","""2026-05-26T08:15:18.000Z"""
1038,130,122,7,"[""485"",""487"",""486"",""488""]",488,"[""488""]",false,low,32,3,0,answered,"""2026-05-26T08:15:18.000Z""","""2026-05-26T07:50:18.000Z""","""2026-05-26T08:15:18.000Z"""
1039,130,148,8,"[""589"",""592"",""591"",""590""]",592,"[""592""]",false,medium,80,2,0,answered,"""2026-05-26T08:15:18.000Z""","""2026-05-26T07:50:18.000Z""","""2026-05-26T08:15:18.000Z"""
1040,130,134,9,"[""535"",""533"",""534"",""536""]",536,"[""536""]",false,low,38,3,0,answered,"""2026-05-26T08:15:18.000Z""","""2026-05-26T07:50:18.000Z""","""2026-05-26T08:15:18.000Z"""
1041,131,9777,0,"[""39107"",""39106"",""39108"",""39105""]",39105,"[""39105"",""39106""]",true,high,72,1,1,answered,"""2026-05-14T21:11:49.000Z""","""2026-05-14T20:49:49.000Z""","""2026-05-14T21:11:49.000Z"""
1042,131,9789,1,"[""39154"",""39153"",""39156"",""39155""]",39153,"[""39153""]",true,medium,73,2,2,answered,"""2026-05-14T21:11:49.000Z""","""2026-05-14T20:49:49.000Z""","""2026-05-14T21:11:49.000Z"""
1043,131,9782,2,"[""39127"",""39126"",""39128"",""39125""]",39127,"[""39127""]",false,medium,39,1,0,answered,"""2026-05-14T21:11:49.000Z""","""2026-05-14T20:49:49.000Z""","""2026-05-14T21:11:49.000Z"""
1044,131,9798,3,"[""39192"",""39191"",""39190"",""39189""]",39189,"[""39189""]",true,high,37,2,2,answered,"""2026-05-14T21:11:49.000Z""","""2026-05-14T20:49:49.000Z""","""2026-05-14T21:11:49.000Z"""
1045,131,9787,4,"[""39146"",""39147"",""39145"",""39148""]",39145,"[""39145""]",true,medium,51,2,2,answered,"""2026-05-14T21:11:49.000Z""","""2026-05-14T20:49:49.000Z""","""2026-05-14T21:11:49.000Z"""
1046,131,9805,5,"[""39218"",""39219"",""39217"",""39220""]",39220,"[""39220""]",false,low,11,3,0,answered,"""2026-05-14T21:11:49.000Z""","""2026-05-14T20:49:49.000Z""","""2026-05-14T21:11:49.000Z"""
1047,131,9791,6,"[""39164"",""39162"",""39163"",""39161""]",39161,"[""39161""]",true,medium,27,2,2,answered,"""2026-05-14T21:11:49.000Z""","""2026-05-14T20:49:49.000Z""","""2026-05-14T21:11:49.000Z"""
1048,131,9807,7,"[""39225"",""39226"",""39227"",""39228""]",39225,"[""39225""]",true,high,55,3,3,answered,"""2026-05-14T21:11:49.000Z""","""2026-05-14T20:49:49.000Z""","""2026-05-14T21:11:49.000Z"""
1049,131,9784,8,"[""39136"",""39133"",""39134"",""39135""]",39133,"[""39133"",""39134""]",true,medium,36,1,1,answered,"""2026-05-14T21:11:49.000Z""","""2026-05-14T20:49:49.000Z""","""2026-05-14T21:11:49.000Z"""
1050,132,5262,0,"[""21047"",""21045"",""21046"",""21048""]",21045,"[""21045""]",true,high,39,2,2,answered,"""2026-05-15T18:20:01.000Z""","""2026-05-15T18:07:01.000Z""","""2026-05-15T18:20:01.000Z"""
1051,132,5257,1,"[""21025"",""21027"",""21028"",""21026""]",21025,"[""21025"",""21026"",""21028""]",true,medium,53,1,1,answered,"""2026-05-15T18:20:01.000Z""","""2026-05-15T18:07:01.000Z""","""2026-05-15T18:20:01.000Z"""
1052,132,5265,2,"[""21057"",""21060"",""21059"",""21058""]",21057,"[""21057"",""21058"",""21060""]",true,high,87,1,1,answered,"""2026-05-15T18:20:01.000Z""","""2026-05-15T18:07:01.000Z""","""2026-05-15T18:20:01.000Z"""
1053,132,5268,3,"[""21070"",""21069"",""21072"",""21071""]",21071,"[""21071""]",false,low,66,3,0,answered,"""2026-05-15T18:20:01.000Z""","""2026-05-15T18:07:01.000Z""","""2026-05-15T18:20:01.000Z"""
1054,132,5249,4,"[""20996"",""20994"",""20993"",""20995""]",20995,"[""20995""]",false,medium,13,1,0,answered,"""2026-05-15T18:20:01.000Z""","""2026-05-15T18:07:01.000Z""","""2026-05-15T18:20:01.000Z"""
1055,132,5248,5,"[""20992"",""20991"",""20989"",""20990""]",20992,"[""20992""]",false,medium,69,3,0,answered,"""2026-05-15T18:20:01.000Z""","""2026-05-15T18:07:01.000Z""","""2026-05-15T18:20:01.000Z"""
1056,132,5247,6,"[""20988"",""20987"",""20985"",""20986""]",20987,"[""20987""]",false,medium,68,2,0,answered,"""2026-05-15T18:20:01.000Z""","""2026-05-15T18:07:01.000Z""","""2026-05-15T18:20:01.000Z"""
1057,132,5246,7,"[""20984"",""20982"",""20983"",""20981""]",20983,"[""20983""]",false,low,26,2,0,answered,"""2026-05-15T18:20:01.000Z""","""2026-05-15T18:07:01.000Z""","""2026-05-15T18:20:01.000Z"""
1058,132,5276,8,"[""21104"",""21102"",""21101"",""21103""]",21102,"[""21102""]",false,low,40,3,0,answered,"""2026-05-15T18:20:01.000Z""","""2026-05-15T18:07:01.000Z""","""2026-05-15T18:20:01.000Z"""
1059,133,3416,0,"[""13661"",""13664"",""13663"",""13662""]",13663,"[""13663""]",false,medium,35,2,0,answered,"""2026-04-29T11:49:54.000Z""","""2026-04-29T11:36:54.000Z""","""2026-04-29T11:49:54.000Z"""
1060,133,3421,1,"[""13683"",""13681"",""13684"",""13682""]",13681,"[""13681""]",true,high,26,3,3,answered,"""2026-04-29T11:49:54.000Z""","""2026-04-29T11:36:54.000Z""","""2026-04-29T11:49:54.000Z"""
1061,133,3394,2,"[""13576"",""13573"",""13575"",""13574""]",13576,"[""13576""]",false,medium,12,1,0,answered,"""2026-04-29T11:49:54.000Z""","""2026-04-29T11:36:54.000Z""","""2026-04-29T11:49:54.000Z"""
1062,133,3422,3,"[""13687"",""13685"",""13688"",""13686""]",13687,"[""13687""]",false,low,79,1,0,answered,"""2026-04-29T11:49:54.000Z""","""2026-04-29T11:36:54.000Z""","""2026-04-29T11:49:54.000Z"""
1063,133,3405,4,"[""13617"",""13619"",""13618"",""13620""]",13618,"[""13618""]",false,low,20,3,0,answered,"""2026-04-29T11:49:54.000Z""","""2026-04-29T11:36:54.000Z""","""2026-04-29T11:49:54.000Z"""
1064,133,3396,5,"[""13583"",""13584"",""13581"",""13582""]",13584,"[""13584""]",false,low,37,2,0,answered,"""2026-04-29T11:49:54.000Z""","""2026-04-29T11:36:54.000Z""","""2026-04-29T11:49:54.000Z"""
1065,134,5250,0,"[""20999"",""21000"",""20997"",""20998""]",20998,"[""20998""]",false,medium,61,2,0,answered,"""2026-05-21T09:20:10.000Z""","""2026-05-21T09:07:10.000Z""","""2026-05-21T09:20:10.000Z"""
1066,134,5274,1,"[""21094"",""21095"",""21096"",""21093""]",21096,"[""21096""]",false,low,33,2,0,answered,"""2026-05-21T09:20:10.000Z""","""2026-05-21T09:07:10.000Z""","""2026-05-21T09:20:10.000Z"""
1067,134,5273,2,"[""21091"",""21089"",""21090"",""21092""]",21089,"[""21089"",""21090"",""21092""]",true,high,42,1,1,answered,"""2026-05-21T09:20:10.000Z""","""2026-05-21T09:07:10.000Z""","""2026-05-21T09:20:10.000Z"""
1068,134,5252,3,"[""21007"",""21005"",""21006"",""21008""]",21005,"[""21005""]",true,medium,55,3,3,answered,"""2026-05-21T09:20:10.000Z""","""2026-05-21T09:07:10.000Z""","""2026-05-21T09:20:10.000Z"""
1069,134,5249,4,"[""20993"",""20994"",""20995"",""20996""]",20995,"[""20995""]",false,medium,76,1,0,answered,"""2026-05-21T09:20:10.000Z""","""2026-05-21T09:07:10.000Z""","""2026-05-21T09:20:10.000Z"""
1070,134,5263,5,"[""21051"",""21049"",""21050"",""21052""]",21052,"[""21052""]",false,medium,69,2,0,answered,"""2026-05-21T09:20:10.000Z""","""2026-05-21T09:07:10.000Z""","""2026-05-21T09:20:10.000Z"""
1071,134,5260,6,"[""21040"",""21039"",""21038"",""21037""]",21037,"[""21037""]",true,medium,77,3,3,answered,"""2026-05-21T09:20:10.000Z""","""2026-05-21T09:07:10.000Z""","""2026-05-21T09:20:10.000Z"""
1072,135,6512,0,"[""26047"",""26045"",""26046"",""26048""]",26047,"[""26047""]",false,medium,20,2,0,answered,"""2026-05-17T17:57:51.000Z""","""2026-05-17T17:35:51.000Z""","""2026-05-17T17:57:51.000Z"""
1073,135,6514,1,"[""26054"",""26053"",""26056"",""26055""]",26056,"[""26056""]",false,low,43,2,0,answered,"""2026-05-17T17:57:51.000Z""","""2026-05-17T17:35:51.000Z""","""2026-05-17T17:57:51.000Z"""
1074,135,6515,2,"[""26057"",""26059"",""26058"",""26060""]",26059,"[""26059""]",false,medium,55,2,0,answered,"""2026-05-17T17:57:51.000Z""","""2026-05-17T17:35:51.000Z""","""2026-05-17T17:57:51.000Z"""
1075,135,6497,3,"[""25987"",""25985"",""25988"",""25986""]",25985,"[""25985"",""25986"",""25987""]",true,medium,37,1,1,answered,"""2026-05-17T17:57:51.000Z""","""2026-05-17T17:35:51.000Z""","""2026-05-17T17:57:51.000Z"""
1076,135,6499,4,"[""25996"",""25994"",""25995"",""25993""]",25996,"[""25996""]",false,medium,53,1,0,answered,"""2026-05-17T17:57:51.000Z""","""2026-05-17T17:35:51.000Z""","""2026-05-17T17:57:51.000Z"""
1077,135,6495,5,"[""25979"",""25978"",""25980"",""25977""]",25977,"[""25977"",""25978"",""25979""]",true,medium,27,1,1,answered,"""2026-05-17T17:57:51.000Z""","""2026-05-17T17:35:51.000Z""","""2026-05-17T17:57:51.000Z"""
1078,135,6508,6,"[""26030"",""26029"",""26032"",""26031""]",26029,"[""26029""]",true,high,45,2,2,answered,"""2026-05-17T17:57:51.000Z""","""2026-05-17T17:35:51.000Z""","""2026-05-17T17:57:51.000Z"""
1079,135,6516,7,"[""26064"",""26063"",""26062"",""26061""]",26064,"[""26064""]",false,low,42,3,0,answered,"""2026-05-17T17:57:51.000Z""","""2026-05-17T17:35:51.000Z""","""2026-05-17T17:57:51.000Z"""
1080,136,8639,0,"[""34556"",""34554"",""34553"",""34555""]",34553,"[""34553""]",true,high,13,2,2,answered,"""2026-05-19T09:04:56.000Z""","""2026-05-19T08:56:56.000Z""","""2026-05-19T09:04:56.000Z"""
1081,136,8642,1,"[""34565"",""34568"",""34566"",""34567""]",34565,"[""34565""]",true,high,14,2,2,answered,"""2026-05-19T09:04:56.000Z""","""2026-05-19T08:56:56.000Z""","""2026-05-19T09:04:56.000Z"""
